time (s),Pressure (psi),Rate (bpm)
2791,4261.77,0
2792,4261.14,0
2793,4260.48,0
2794,4259.91,0
2795,4259.32,0
2796,4258.8,0
2797,4258.26,0
2798,4257.76,0
2799,4257.19,0
2800,4256.62,0
2801,4256.1,0
2802,4255.56,0
2803,4254.98,0
2804,4254.38,0
2805,4253.77,0
2806,4253.21,0
2807,4252.62,0
2808,4252.02,0
2809,4251.51,0
2810,4250.79,0
2811,4250.32,0
2812,4249.78,0
2813,4249.14,0
2814,4248.54,0
2815,4247.95,0
2816,4247.38,0
2817,4246.77,0
2818,4246.13,0
2819,4245.55,0
2820,4244.97,0
2821,4244.41,0
2822,4243.75,0
2823,4243.11,0
2824,4242.41,0
2825,4241.73,0
2826,4241.08,0
2827,4240.51,0
2828,4239.98,0
2829,4239.49,0
2830,4239,0
2831,4238.33,0
2832,4237.79,0
2833,4237.26,0
2834,4236.8,0
2835,4236.3,0
2836,4235.75,0
2837,4235.19,0
2838,4234.68,0
2839,4234.13,0
2840,4233.52,0
2841,4232.91,0
2842,4232.35,0
2843,4231.8,0
2844,4231.22,0
2845,4230.69,0
2846,4230.03,0
2847,4229.42,0
2848,4228.88,0
2849,4228.26,0
2850,4227.55,0
2851,4226.96,0
2852,4226.2,0
2853,4225.59,0
2854,4225.04,0
2855,4224.39,0
2856,4223.78,0
2857,4223.21,0
2858,4222.59,0
2859,4222.06,0
2860,4221.59,0
2861,4221.01,0
2862,4220.48,0
2863,4219.9,0
2864,4219.39,0
2865,4218.81,0
2866,4218.3,0
2867,4217.8,0
2868,4217.31,0
2869,4216.81,0
2870,4216.31,0
2871,4215.78,0
2872,4215.17,0
2873,4214.41,0
2874,4213.87,0
2875,4213.33,0
2876,4212.75,0
2877,4212.18,0
2878,4211.61,0
2879,4211.02,0
2880,4210.41,0
2881,4209.8,0
2882,4209.18,0
2883,4208.55,0
2884,4208,0
2885,4207.38,0
2886,4206.76,0
2887,4206.24,0
2888,4205.66,0
2889,4205.14,0
2890,4204.61,0
2891,4204.09,0
2892,4203.52,0
2893,4202.9,0
2894,4202.11,0
2895,4201.82,0
2896,4201.28,0
2897,4200.81,0
2898,4200.29,0
2899,4199.73,0
2900,4199.12,0
2901,4198.58,0
2902,4198.11,0
2903,4197.59,0
2904,4197.1,0
2905,4196.59,0
2906,4196.05,0
2907,4195.53,0
2908,4194.96,0
2909,4194.38,0
2910,4193.76,0
2911,4193.15,0
2912,4192.54,0
2913,4191.91,0
2914,4191.32,0
2915,4190.59,0
2916,4189.93,0
2917,4189.31,0
2918,4188.69,0
2919,4188.07,0
2920,4187.43,0
2921,4186.85,0
2922,4186.4,0
2923,4185.89,0
2924,4185.35,0
2925,4184.87,0
2926,4184.39,0
2927,4183.94,0
2928,4183.47,0
2929,4183.04,0
2930,4182.49,0
2931,4181.96,0
2932,4181.54,0
2933,4181.04,0
2934,4180.56,0
2935,4180.03,0
2936,4179.33,0
2937,4178.76,0
2938,4178.19,0
2939,4177.67,0
2940,4177.13,0
2941,4176.58,0
2942,4176.03,0
2943,4175.49,0
2944,4174.86,0
2945,4174.2,0
2946,4173.55,0
2947,4173.03,0
2948,4172.47,0
2949,4171.9,0
2950,4171.33,0
2951,4170.78,0
2952,4170.2,0
2953,4169.68,0
2954,4169.18,0
2955,4168.79,0
2956,4168.21,0
2957,4167.57,0
2958,4167.02,0
2959,4166.58,0
2960,4166.14,0
2961,4165.62,0
2962,4165.05,0
2963,4164.5,0
2964,4164,0
2965,4163.52,0
2966,4163.05,0
2967,4162.58,0
2968,4162.06,0
2969,4161.47,0
2970,4160.94,0
2971,4160.39,0
2972,4159.79,0
2973,4159.19,0
2974,4158.64,0
2975,4158.12,0
2976,4157.52,0
2977,4156.95,0
2978,4156.42,0
2979,4155.68,0
2980,4155.05,0
2981,4154.65,0
2982,4154.12,0
2983,4153.57,0
2984,4152.95,0
2985,4152.41,0
2986,4151.92,0
2987,4151.4,0
2988,4150.86,0
2989,4150.42,0
2990,4149.94,0
2991,4149.5,0
2992,4149.06,0
2993,4148.56,0
2994,4148.07,0
2995,4147.55,0
2996,4147.01,0
2997,4146.52,0
2998,4146.03,0
2999,4145.37,0
3000,4144.86,0
3001,4144.33,0
3002,4143.78,0
3003,4143.21,0
3004,4142.66,0
3005,4142.1,0
3006,4141.51,0
3007,4140.88,0
3008,4140.27,0
3009,4139.71,0
3010,4139.17,0
3011,4138.62,0
3012,4138.01,0
3013,4137.41,0
3014,4136.96,0
3015,4136.51,0
3016,4136.02,0
3017,4135.56,0
3018,4135.15,0
3019,4134.59,0
3020,4133.99,0
3021,4133.52,0
3022,4132.99,0
3023,4132.46,0
3024,4131.91,0
3025,4131.4,0
3026,4130.95,0
3027,4130.49,0
3028,4130,0
3029,4129.55,0
3030,4129.1,0
3031,4128.65,0
3032,4128.15,0
3033,4127.65,0
3034,4127.14,0
3035,4126.56,0
3036,4126.01,0
3037,4125.49,0
3038,4124.94,0
3039,4124.33,0
3040,4123.79,0
3041,4123.19,0
3042,4122.59,0
3043,4122.05,0
3044,4121.56,0
3045,4121,0
3046,4120.36,0
3047,4119.8,0
3048,4119.2,0
3049,4118.65,0
3050,4118.13,0
3051,4117.6,0
3052,4117.14,0
3053,4116.71,0
3054,4116.18,0
3055,4115.91,0
3056,4115.46,0
3057,4114.98,0
3058,4114.51,0
3059,4114.05,0
3060,4113.55,0
3061,4113.01,0
3062,4112.48,0
3063,4111.94,0
3064,4111.38,0
3065,4110.81,0
3066,4110.11,0
3067,4109.77,0
3068,4109.19,0
3069,4108.61,0
3070,4108.08,0
3071,4107.48,0
3072,4106.94,0
3073,4106.36,0
3074,4105.81,0
3075,4105.26,0
3076,4104.65,0
3077,4104.15,0
3078,4103.49,0
3079,4102.96,0
3080,4102.44,0
3081,4102.02,0
3082,4101.6,0
3083,4101.15,0
3084,4100.67,0
3085,4100.22,0
3086,4099.8,0
3087,4099.35,0
3088,4098.85,0
3089,4098.35,0
3090,4097.85,0
3091,4097.33,0
3092,4096.86,0
3093,4096.4,0
3094,4095.96,0
3095,4095.37,0
3096,4094.87,0
3097,4094.43,0
3098,4093.97,0
3099,4093.42,0
3100,4092.81,0
3101,4092.22,0
3102,4091.69,0
3103,4091.14,0
3104,4090.51,0
3105,4089.9,0
3106,4089.33,0
3107,4088.85,0
3108,4088.33,0
3109,4087.74,0
3110,4087.17,0
3111,4086.68,0
3112,4086.22,0
3113,4085.7,0
3114,4085.06,0
3115,4084.72,0
3116,4084.26,0
3117,4083.9,0
3118,4083.5,0
3119,4083.08,0
3120,4082.6,0
3121,4082.17,0
3122,4081.7,0
3123,4081.31,0
3124,4080.89,0
3125,4080.43,0
3126,4080,0
3127,4079.56,0
3128,4079.05,0
3129,4078.5,0
3130,4077.92,0
3131,4077.36,0
3132,4077.36,0
3133,4076.78,0
3134,4076.26,0
3135,4075.75,0
3136,4075.24,0
3137,4074.7,0
3138,4074.17,0
3139,4073.78,0
3140,4073.27,0
3141,4072.45,0
3142,4071.87,0
3143,4071.38,0
3144,4070.9,0
3145,4070.38,0
3146,4069.88,0
3147,4069.45,0
3148,4068.97,0
3149,4068.61,0
3150,4068.14,0
3151,4067.63,0
3152,4067.21,0
3153,4066.75,0
3154,4066.34,0
3155,4065.83,0
3156,4065.37,0
3157,4064.92,0
3158,4064.41,0
3159,4063.9,0
3160,4063.41,0
3161,4062.9,0
3162,4062.27,0
3163,4061.77,0
3164,4061.23,0
3165,4060.73,0
3166,4060.22,0
3167,4059.69,0
3168,4059.19,0
3169,4058.66,0
3170,4058.18,0
3171,4057.68,0
3172,4057.12,0
3173,4056.63,0
3174,4056.14,0
3175,4055.63,0
3176,4055.15,0
3177,4054.72,0
3178,4054.31,0
3179,4053.92,0
3180,4053.5,0
3181,4053.07,0
3182,4052.64,0
3183,4052,0
3184,4051.55,0
3185,4051.12,0
3186,4050.73,0
3187,4050.29,0
3188,4049.85,0
3189,4049.37,0
3190,4048.89,0
3191,4048.42,0
3192,4047.94,0
3193,4047.49,0
3194,4047.01,0
3195,4046.53,0
3196,4045.99,0
3197,4045.46,0
3198,4044.9,0
3199,4044.36,0
3200,4043.81,0
3201,4043.28,0
3202,4042.78,0
3203,4042.13,0
3204,4041.7,0
3205,4041.18,0
3206,4040.69,0
3207,4040.26,0
3208,4039.81,0
3209,4039.3,0
3210,4038.83,0
3211,4038.32,0
3212,4037.92,0
3213,4037.51,0
3214,4037.1,0
3215,4036.68,0
3216,4036.2,0
3217,4035.73,0
3218,4035.3,0
3219,4034.89,0
3220,4034.49,0
3221,4034.08,0
3222,4033.63,0
3223,4033.18,0
3224,4032.5,0
3225,4032.01,0
3226,4031.53,0
3227,4031.07,0
3228,4030.55,0
3229,4030.04,0
3230,4029.54,0
3231,4029.01,0
3232,4028.48,0
3233,4027.99,0
3234,4027.48,0
3235,4027,0
3236,4026.53,0
3237,4026.08,0
3238,4025.56,0
3239,4025.06,0
3240,4024.56,0
3241,4024.06,0
3242,4023.5,0
3243,4023.06,0
3244,4022.73,0
3245,4022.17,0
3246,4021.73,0
3247,4021.29,0
3248,4020.83,0
3249,4020.43,0
3250,4020.04,0
3251,4019.63,0
3252,4019.17,0
3253,4018.72,0
3254,4018.27,0
3255,4017.8,0
3256,4017.31,0
3257,4016.84,0
3258,4016.35,0
3259,4015.85,0
3260,4015.36,0
3261,4014.92,0
3262,4014.45,0
3263,4013.99,0
3264,4013.48,0
3265,4012.79,0
3266,4012.31,0
3267,4011.71,0
3268,4011.31,0
3269,4010.93,0
3270,4010.45,0
3271,4009.95,0
3272,4009.51,0
3273,4009.08,0
3274,4008.68,0
3275,4008.32,0
3276,4007.94,0
3277,4007.54,0
3278,4007.09,0
3279,4006.67,0
3280,4006.27,0
3281,4005.86,0
3282,4005.36,0
3283,4004.9,0
3284,4004.42,0
3285,4003.87,0
3286,4003.4,0
3287,4002.95,0
3288,4002.48,0
3289,4002,0
3290,4001.58,0
3291,4001.13,0
3292,4000.64,0
3293,4000.12,0
3294,3999.59,0
3295,3999.08,0
3296,3998.58,0
3297,3998.05,0
3298,3997.53,0
3299,3996.98,0
3300,3996.42,0
3301,3996.01,0
3302,3995.68,0
3303,3995.18,0
3304,3994.69,0
3305,3994.2,0
3306,3993.8,0
3307,3993.29,0
3308,3992.71,0
3309,3992.3,0
3310,3991.94,0
3311,3991.56,0
3312,3991.15,0
3313,3990.74,0
3314,3990.34,0
3315,3989.94,0
3316,3989.51,0
3317,3989.08,0
3318,3988.6,0
3319,3988.12,0
3320,3987.65,0
3321,3987.17,0
3322,3986.75,0
3323,3986.31,0
3324,3985.81,0
3325,3985.3,0
3326,3984.84,0
3327,3984.36,0
3328,3983.63,0
3329,3983.14,0
3330,3982.7,0
3331,3982.19,0
3332,3981.72,0
3333,3981.2,0
3334,3980.8,0
3335,3980.36,0
3336,3979.91,0
3337,3979.46,0
3338,3979.04,0
3339,3978.67,0
3340,3978.21,0
3341,3977.82,0
3342,3977.42,0
3343,3976.99,0
3344,3976.63,0
3345,3976.18,0
3346,3975.76,0
3347,3975.38,0
3348,3975,0
3349,3974.55,0
3350,3974.14,0
3351,3973.66,0
3352,3973.22,0
3353,3972.78,0
3354,3972.3,0
3355,3971.83,0
3356,3971.38,0
3357,3970.85,0
3358,3970.3,0
3359,3969.76,0
3360,3969.24,0
3361,3968.71,0
3362,3968.25,0
3363,3967.83,0
3364,3967.43,0
3365,3966.96,0
3366,3966.56,0
3367,3966.05,0
3368,3965.52,0
3369,3964.98,0
3370,3964.6,0
3371,3964.27,0
3372,3963.85,0
3373,3963.48,0
3374,3963.17,0
3375,3962.8,0
3376,3962.42,0
3377,3961.99,0
3378,3961.53,0
3379,3961.13,0
3380,3960.78,0
3381,3960.41,0
3382,3959.99,0
3383,3959.6,0
3384,3959.18,0
3385,3958.74,0
3386,3958.26,0
3387,3957.76,0
3388,3957.28,0
3389,3956.8,0
3390,3956.09,0
3391,3955.58,0
3392,3955.14,0
3393,3954.7,0
3394,3954.29,0
3395,3953.83,0
3396,3953.46,0
3397,3953,0
3398,3952.56,0
3399,3952.11,0
3400,3951.68,0
3401,3951.28,0
3402,3950.92,0
3403,3950.62,0
3404,3950.27,0
3405,3949.9,0
3406,3949.57,0
3407,3949.14,0
3408,3948.75,0
3409,3948.34,0
3410,3947.94,0
3411,3947.43,0
3412,3947,0
3413,3946.54,0
3414,3946.06,0
3415,3945.61,0
3416,3945.17,0
3417,3944.72,0
3418,3944.31,0
3419,3943.86,0
3420,3943.3,0
3421,3942.74,0
3422,3942.25,0
3423,3941.73,0
3424,3941.22,0
3425,3940.81,0
3426,3940.32,0
3427,3939.87,0
3428,3939.38,0
3429,3938.91,0
3430,3938.44,0
3431,3937.87,0
3432,3937.45,0
3433,3937.05,0
3434,3936.59,0
3435,3936.31,0
3436,3936.02,0
3437,3935.63,0
3438,3935.25,0
3439,3934.9,0
3440,3934.5,0
3441,3934.08,0
3442,3933.67,0
3443,3933.24,0
3444,3932.83,0
3445,3932.45,0
3446,3932.04,0
3447,3931.59,0
3448,3931.15,0
3449,3930.69,0
3450,3930.25,0
3451,3929.77,0
3452,3929.38,0
3453,3928.78,0
3454,3928.27,0
3455,3927.86,0
3456,3927.44,0
3457,3927.03,0
3458,3926.65,0
3459,3926.27,0
3460,3925.84,0
3461,3925.42,0
3462,3924.91,0
3463,3924.42,0
3464,3923.97,0
3465,3923.54,0
3466,3923.13,0
3467,3922.78,0
3468,3922.39,0
3469,3922.09,0
3470,3921.74,0
3471,3921.36,0
3472,3921,0
3473,3920.62,0
3474,3920.13,0
3475,3919.74,0
3476,3919.36,0
3477,3918.98,0
3478,3918.57,0
3479,3918.2,0
3480,3917.84,0
3481,3917.46,0
3482,3916.97,0
3483,3916.55,0
3484,3916.04,0
3485,3915.56,0
3486,3915.11,0
3487,3914.58,0
3488,3914.09,0
3489,3913.61,0
3490,3913.18,0
3491,3912.65,0
3492,3912.18,0
3493,3911.72,0
3494,3911.35,0
3495,3910.88,0
3496,3910.48,0
3497,3910.18,0
3498,3909.77,0
3499,3909.39,0
3500,3908.99,0
3501,3908.53,0
3502,3908.22,0
3503,3907.82,0
3504,3907.49,0
3505,3907.18,0
3506,3906.78,0
3507,3906.42,0
3508,3906.03,0
3509,3905.65,0
3510,3905.28,0
3511,3904.89,0
3512,3904.48,0
3513,3904.03,0
3514,3903.61,0
3515,3903.04,0
3516,3902.55,0
3517,3902.01,0
3518,3901.54,0
3519,3901.05,0
3520,3900.63,0
3521,3900.13,0
3522,3899.73,0
3523,3899.31,0
3524,3898.89,0
3525,3898.48,0
3526,3898.06,0
3527,3897.62,0
3528,3897.17,0
3529,3896.81,0
3530,3896.5,0
3531,3896.13,0
3532,3895.76,0
3533,3895.42,0
3534,3895.04,0
3535,3894.69,0
3536,3894.35,0
3537,3893.85,0
3538,3893.47,0
3539,3893.09,0
3540,3892.74,0
3541,3892.39,0
3542,3891.97,0
3543,3891.56,0
3544,3891.24,0
3545,3890.85,0
3546,3890.39,0
3547,3889.97,0
3548,3889.53,0
3549,3889.06,0
3550,3888.61,0
3551,3888.15,0
3552,3887.77,0
3553,3887.3,0
3554,3886.78,0
3555,3886.39,0
3556,3885.94,0
3557,3885.57,0
3558,3884.91,0
3559,3884.42,0
3560,3884.07,0
3561,3883.71,0
3562,3883.28,0
3563,3882.82,0
3564,3882.45,0
3565,3882.06,0
3566,3881.64,0
3567,3881.29,0
3568,3880.97,0
3569,3880.63,0
3570,3880.32,0
3571,3880,0
3572,3879.65,0
3573,3879.33,0
3574,3878.97,0
3575,3878.58,0
3576,3878.13,0
3577,3877.72,0
3578,3877.15,0
3579,3876.72,0
3580,3876.27,0
3581,3875.78,0
3582,3875.27,0
3583,3874.81,0
3584,3874.36,0
3585,3873.92,0
3586,3873.58,0
3587,3873.2,0
3588,3872.82,0
3589,3872.41,0
3590,3872,0
3591,3871.52,0
3592,3871.07,0
3593,3870.79,0
3594,3870.49,0
3595,3870.24,0
3596,3869.92,0
3597,3869.56,0
3598,3869.26,0
3599,3868.77,0
3600,3868.38,0
3601,3868.04,0
3602,3867.67,0
3603,3867.3,0
3604,3866.89,0
3605,3866.43,0
3606,3866,0
3607,3865.55,0
3608,3865.15,0
3609,3864.77,0
3610,3864.32,0
3611,3863.88,0
3612,3863.46,0
3613,3863.02,0
3614,3862.57,0
3615,3862.15,0
3616,3861.69,0
3617,3861.29,0
3618,3860.8,0
3619,3860.22,0
3620,3859.83,0
3621,3859.44,0
3622,3859.01,0
3623,3858.61,0
3624,3858.19,0
3625,3857.79,0
3626,3857.46,0
3627,3857.12,0
3628,3856.85,0
3629,3856.51,0
3630,3856.16,0
3631,3855.86,0
3632,3855.48,0
3633,3855.13,0
3634,3854.78,0
3635,3854.43,0
3636,3854.02,0
3637,3853.6,0
3638,3853.2,0
3639,3852.75,0
3640,3852.34,0
3641,3851.74,0
3642,3851.33,0
3643,3850.97,0
3644,3850.59,0
3645,3850.19,0
3646,3849.79,0
3647,3849.34,0
3648,3848.92,0
3649,3848.44,0
3650,3848.04,0
3651,3847.58,0
3652,3847.16,0
3653,3846.67,0
3654,3846.18,0
3655,3845.83,0
3656,3845.44,0
3657,3845.14,0
3658,3844.9,0
3659,3844.55,0
3660,3844.14,0
3661,3843.71,0
3662,3843.24,0
3663,3842.93,0
3664,3842.6,0
3665,3842.31,0
3666,3842.02,0
3667,3841.72,0
3668,3841.38,0
3669,3841,0
3670,3840.58,0
3671,3840.18,0
3672,3839.69,0
3673,3839.24,0
3674,3838.82,0
3675,3838.42,0
3676,3838.01,0
3677,3837.64,0
3678,3837.27,0
3679,3836.84,0
3680,3836.33,0
3681,3835.86,0
3682,3835.42,0
3683,3835.05,0
3684,3834.6,0
3685,3834.22,0
3686,3833.76,0
3687,3833.37,0
3688,3832.93,0
3689,3832.63,0
3690,3832.41,0
3691,3832.09,0
3692,3831.74,0
3693,3831.42,0
3694,3831.12,0
3695,3830.77,0
3696,3830.39,0
3697,3830.08,0
3698,3829.75,0
3699,3829.38,0
3700,3829,0
3701,3828.59,0
3702,3828.18,0
3703,3827.79,0
3704,3827.21,0
3705,3826.76,0
3706,3826.35,0
3707,3825.95,0
3708,3825.53,0
3709,3825.12,0
3710,3824.67,0
3711,3824.25,0
3712,3823.86,0
3713,3823.44,0
3714,3823.04,0
3715,3822.64,0
3716,3822.26,0
3717,3821.93,0
3718,3821.52,0
3719,3821.13,0
3720,3820.65,0
3721,3820.19,0
3722,3819.94,0
3723,3819.63,0
3724,3819.13,0
3725,3818.76,0
3726,3818.49,0
3727,3818.2,0
3728,3817.91,0
3729,3817.61,0
3730,3817.25,0
3731,3816.9,0
3732,3816.58,0
3733,3816.21,0
3734,3815.81,0
3735,3815.45,0
3736,3815.09,0
3737,3814.7,0
3738,3814.32,0
3739,3813.91,0
3740,3813.49,0
3741,3813.06,0
3742,3812.7,0
3743,3812.28,0
3744,3811.87,0
3745,3811.34,0
3746,3810.99,0
3747,3810.59,0
3748,3810.21,0
3749,3809.85,0
3750,3809.6,0
3751,3809.16,0
3752,3808.78,0
3753,3808.46,0
3754,3808.17,0
3755,3807.87,0
3756,3807.52,0
3757,3807.13,0
3758,3806.83,0
3759,3806.57,0
3760,3806.22,0
3761,3805.86,0
3762,3805.53,0
3763,3805.18,0
3764,3804.82,0
3765,3804.48,0
3766,3804.05,0
3767,3803.69,0
3768,3803.36,0
3769,3802.96,0
3770,3802.51,0
3771,3802.05,0
3772,3801.66,0
3773,3801.22,0
3774,3800.74,0
3775,3800.3,0
3776,3799.9,0
3777,3799.49,0
3778,3799.13,0
3779,3798.76,0
3780,3798.43,0
3781,3798.08,0
3782,3797.61,0
3783,3797.21,0
3784,3796.8,0
3785,3796.56,0
3786,3796.23,0
3787,3795.86,0
3788,3795.63,0
3789,3795.39,0
3790,3795.15,0
3791,3794.89,0
3792,3794.59,0
3793,3794.3,0
3794,3793.97,0
3795,3793.65,0
3796,3793.28,0
3797,3792.89,0
3798,3792.51,0
3799,3792.17,0
3800,3791.85,0
3801,3791.46,0
3802,3791.1,0
3803,3790.74,0
3804,3790.34,0
3805,3789.94,0
3806,3789.5,0
3807,3789.02,0
3808,3788.51,0
3809,3788.17,0
3810,3787.81,0
3811,3787.36,0
3812,3787.01,0
3813,3786.6,0
3814,3786.15,0
3815,3785.84,0
3816,3785.49,0
3817,3785.15,0
3818,3784.76,0
3819,3784.39,0
3820,3784.06,0
3821,3783.72,0
3822,3783.42,0
3823,3783.1,0
3824,3782.78,0
3825,3782.51,0
3826,3782.26,0
3827,3781.95,0
3828,3781.6,0
3829,3781.08,0
3830,3780.74,0
3831,3780.35,0
3832,3779.94,0
3833,3779.53,0
3834,3779.11,0
3835,3778.7,0
3836,3778.31,0
3837,3777.91,0
3838,3777.5,0
3839,3777.12,0
3840,3776.74,0
3841,3776.3,0
3842,3775.9,0
3843,3775.5,0
3844,3775.16,0
3845,3774.73,0
3846,3774.36,0
3847,3774.11,0
3848,3773.83,0
3849,3773.43,0
3850,3773.11,0
3851,3772.77,0
3852,3772.41,0
3853,3772.07,0
3854,3771.77,0
3855,3771.46,0
3856,3771.18,0
3857,3770.88,0
3858,3770.56,0
3859,3770.25,0
3860,3769.98,0
3861,3769.71,0
3862,3769.44,0
3863,3769.09,0
3864,3768.68,0
3865,3768.31,0
3866,3767.91,0
3867,3767.49,0
3868,3767.08,0
3869,3766.67,0
3870,3766.27,0
3871,3765.81,0
3872,3765.19,0
3873,3764.84,0
3874,3764.52,0
3875,3764.11,0
3876,3763.73,0
3877,3763.4,0
3878,3763.05,0
3879,3762.67,0
3880,3762.34,0
3881,3761.91,0
3882,3761.68,0
3883,3761.38,0
3884,3761.14,0
3885,3760.87,0
3886,3760.58,0
3887,3760.26,0
3888,3759.96,0
3889,3759.69,0
3890,3759.45,0
3891,3758.94,0
3892,3758.58,0
3893,3758.19,0
3894,3757.83,0
3895,3757.44,0
3896,3757.07,0
3897,3756.73,0
3898,3756.35,0
3899,3755.96,0
3900,3755.6,0
3901,3755.25,0
3902,3754.86,0
3903,3754.4,0
3904,3753.93,0
3905,3753.58,0
3906,3753.19,0
3907,3752.82,0
3908,3752.46,0
3909,3752.1,0
3910,3751.86,0
3911,3751.53,0
3912,3751.2,0
3913,3750.82,0
3914,3750.61,0
3915,3750.26,0
3916,3749.97,0
3917,3749.66,0
3918,3749.37,0
3919,3749.12,0
3920,3748.88,0
3921,3748.62,0
3922,3748.3,0
3923,3748,0
3924,3747.68,0
3925,3747.37,0
3926,3747.04,0
3927,3746.64,0
3928,3746.17,0
3929,3745.79,0
3930,3745.4,0
3931,3745,0
3932,3744.61,0
3933,3744.24,0
3934,3743.77,0
3935,3743.45,0
3936,3743.02,0
3937,3742.69,0
3938,3742.35,0
3939,3742.06,0
3940,3741.66,0
3941,3741.31,0
3942,3741.08,0
3943,3740.85,0
3944,3740.6,0
3945,3740.26,0
3946,3739.88,0
3947,3739.53,0
3948,3739.19,0
3949,3738.87,0
3950,3738.58,0
3951,3738.27,0
3952,3737.97,0
3953,3737.63,0
3954,3737.42,0
3955,3737.11,0
3956,3736.61,0
3957,3736.26,0
3958,3735.9,0
3959,3735.52,0
3960,3735.16,0
3961,3734.79,0
3962,3734.41,0
3963,3734.07,0
3964,3733.62,0
3965,3733.18,0
3966,3732.85,0
3967,3732.5,0
3968,3732.13,0
3969,3731.77,0
3970,3731.52,0
3971,3731.23,0
3972,3730.84,0
3973,3730.55,0
3974,3730.16,0
3975,3729.71,0
3976,3729.45,0
3977,3729.22,0
3978,3728.95,0
3979,3728.65,0
3980,3728.3,0
3981,3727.95,0
3982,3727.66,0
3983,3727.42,0
3984,3727.16,0
3985,3726.85,0
3986,3726.52,0
3987,3726.18,0
3988,3725.78,0
3989,3725.41,0
3990,3725.01,0
3991,3724.58,0
3992,3724.17,0
3993,3723.79,0
3994,3723.37,0
3995,3722.94,0
3996,3722.52,0
3997,3722.02,0
3998,3721.65,0
3999,3721.28,0
4000,3720.91,0
4001,3720.47,0
4002,3720.3,0
4003,3719.96,0
4004,3719.67,0
4005,3719.34,0
4006,3718.93,0
4007,3718.5,0
4008,3718.16,0
4009,3717.87,0
4010,3717.59,0
4011,3717.27,0
4012,3716.99,0
4013,3716.7,0
4014,3716.4,0
4015,3716.11,0
4016,3715.84,0
4017,3715.59,0
4018,3715.31,0
4019,3715.05,0
4020,3714.74,0
4021,3714.43,0
4022,3714.08,0
4023,3713.56,0
4024,3713.28,0
4025,3712.93,0
4026,3712.53,0
4027,3712.15,0
4028,3711.77,0
4029,3711.42,0
4030,3711,0
4031,3710.66,0
4032,3710.4,0
4033,3710.06,0
4034,3709.73,0
4035,3709.3,0
4036,3708.92,0
4037,3708.48,0
4038,3708.04,0
4039,3707.74,0
4040,3707.42,0
4041,3707.08,0
4042,3706.84,0
4043,3706.6,0
4044,3706.33,0
4045,3706.09,0
4046,3705.82,0
4047,3705.52,0
4048,3705.24,0
4049,3704.93,0
4050,3704.61,0
4051,3704.29,0
4052,3704.03,0
4053,3703.71,0
4054,3703.38,0
4055,3703.03,0
4056,3702.64,0
4057,3702.3,0
4058,3701.87,0
4059,3701.4,0
4060,3701,0
4061,3700.62,0
4062,3700.22,0
4063,3699.87,0
4064,3699.57,0
4065,3699.22,0
4066,3698.92,0
4067,3698.57,0
4068,3698.21,0
4069,3697.83,0
4070,3697.4,0
4071,3697.05,0
4072,3696.8,0
4073,3696.48,0
4074,3696.21,0
4075,3695.9,0
4076,3695.62,0
4077,3695.37,0
4078,3695.15,0
4079,3694.94,0
4080,3694.65,0
4081,3694.39,0
4082,3694.13,0
4083,3693.78,0
4084,3693.44,0
4085,3693.12,0
4086,3692.74,0
4087,3692.35,0
4088,3692,0
4089,3691.63,0
4090,3691.26,0
4091,3690.88,0
4092,3690.55,0
4093,3690.22,0
4094,3689.88,0
4095,3689.55,0
4096,3689.22,0
4097,3688.77,0
4098,3688.37,0
4099,3688.07,0
4100,3687.8,0
4101,3687.44,0
4102,3687.2,0
4103,3686.98,0
4104,3686.74,0
4105,3686.42,0
4106,3686.21,0
4107,3686.08,0
4108,3685.83,0
4109,3685.55,0
4110,3685.22,0
4111,3684.97,0
4112,3684.59,0
4113,3684.18,0
4114,3683.69,0
4115,3683.34,0
4116,3682.97,0
4117,3682.66,0
4118,3682.35,0
4119,3682.04,0
4120,3681.73,0
4121,3681.4,0
4122,3681.04,0
4123,3680.69,0
4124,3680.34,0
4125,3680.01,0
4126,3679.63,0
4127,3679.29,0
4128,3678.96,0
4129,3678.68,0
4130,3678.41,0
4131,3678.15,0
4132,3677.79,0
4133,3677.42,0
4134,3677,0
4135,3676.67,0
4136,3676.39,0
4137,3676.07,0
4138,3675.76,0
4139,3675.51,0
4140,3675.21,0
4141,3674.91,0
4142,3674.61,0
4143,3674.33,0
4144,3674.07,0
4145,3673.77,0
4146,3673.51,0
4147,3673.22,0
4148,3672.86,0
4149,3672.5,0
4150,3672.18,0
4151,3671.78,0
4152,3671.38,0
4153,3671.01,0
4154,3670.68,0
4155,3670.19,0
4156,3669.84,0
4157,3669.49,0
4158,3669.23,0
4159,3668.98,0
4160,3668.72,0
4161,3668.36,0
4162,3668.1,0
4163,3667.81,0
4164,3667.5,0
4165,3667.18,0
4166,3666.88,0
4167,3666.51,0
4168,3666.14,0
4169,3665.84,0
4170,3665.48,0
4171,3665.15,0
4172,3664.81,0
4173,3664.54,0
4174,3664.26,0
4175,3664,0
4176,3663.71,0
4177,3663.39,0
4178,3663.06,0
4179,3662.61,0
4180,3662.34,0
4181,3662.05,0
4182,3661.77,0
4183,3661.48,0
4184,3661.22,0
4185,3660.87,0
4186,3660.51,0
4187,3660.23,0
4188,3659.92,0
4189,3659.51,0
4190,3659.17,0
4191,3658.88,0
4192,3658.59,0
